-1:0.3877,0.0836,0.5510,0.4866,0.6676
+1:0.3841,0.5528,0.0098,0.4708,0.9868
-1:0.4908,0.1079,0.9123,0.5744,0.7369
+1:0.4130,0.6937,0.3786,0.3838,0.4259
-1:0.1906,0.7795,0.4226,0.4154,0.5475
+1:0.9032,0.3864,0.3469,0.3755,0.8254
-1:0.0576,0.2040,0.7493,0.0602,0.8042
+1:0.6294,0.0870,0.5738,0.2926,0.3468
-1:0.6350,0.6509,0.7103,0.0597,0.5529
+1:0.6846,0.6871,0.7500,0.8765,0.3216
-1:0.4286,0.3396,0.5378,0.9822,0.6604
+1:0.2364,0.7412,0.0280,0.6278,0.5962
-1:0.1602,0.4047,0.4253,0.5773,0.7055
+1:0.7545,0.0858,0.7918,0.3635,0.4893
-1:0.4691,0.8695,0.2041,0.6900,0.5693
+1:0.6618,0.3610,0.9612,0.4943,0.2275
-1:0.1585,0.3186,0.4391,0.7312,0.8171
+1:0.6054,0.7884,0.2432,0.3007,0.3581
-1:0.4557,0.1088,0.6527,0.1962,0.1785
+1:0.4137,0.1898,0.5240,0.5929,0.2361
-1:0.6687,0.9008,0.1389,0.4384,0.4530
+1:0.4097,0.9423,0.2931,0.6312,0.3615
-1:0.7939,0.1276,0.4793,0.7127,0.9149
+1:0.8902,0.8756,0.2535,0.1130,0.3992
-1:0.9109,0.4068,0.2844,0.7835,0.1661
+1:0.0039,0.8012,0.3678,0.6655,0.0651
-1:0.4831,0.4642,0.4157,0.2325,0.1252
+1:0.6998,0.2343,0.4263,0.6977,0.6316
-1:0.4414,0.0156,0.5934,0.3889,0.3019
+1:0.2550,0.2248,0.4512,0.9765,0.3118
-1:0.2375,0.6553,0.5590,0.5695,0.6672
+1:0.5048,0.7360,0.1661,0.5387,0.0808
-1:0.3641,0.0536,0.2823,0.5360,0.3893
+1:0.4755,0.1005,0.9412,0.8436,0.8208
-1:0.5624,0.4354,0.9979,0.6899,0.4661
+1:0.9933,0.8382,0.1797,0.2625,0.1492
-1:0.2506,0.7553,0.3557,0.9863,0.5706
+1:0.4098,0.5164,0.0954,0.1234,0.2780
-1:0.3702,0.5831,0.1158,0.8645,0.9293
+1:0.2653,0.2642,0.5505,0.2198,0.7176
-1:0.6670,0.1040,0.0685,0.0635,0.6915
+1:0.1208,0.3205,0.7502,0.2466,0.0436
-1:0.5646,0.3834,0.8254,0.6228,0.4968
